origin,destination,date,ridership
BRT05: SunU-Monash,BRT06: South Quay-USJ 1,2026-05-05,1065
BRT05: SunU-Monash,BRT06: South Quay-USJ 1,2026-05-06,1094
BRT05: SunU-Monash,BRT06: South Quay-USJ 1,2026-05-07,1092
BRT05: SunU-Monash,BRT06: South Quay-USJ 1,2026-05-08,869
BRT05: SunU-Monash,BRT06: South Quay-USJ 1,2026-05-09,424
BRT05: SunU-Monash,BRT06: South Quay-USJ 1,2026-05-10,383
BRT05: SunU-Monash,BRT06: South Quay-USJ 1,2026-05-11,1126
BRT05: SunU-Monash,BRT06: South Quay-USJ 1,2026-05-12,1162
BRT05: SunU-Monash,BRT06: South Quay-USJ 1,2026-05-13,1183
BRT05: SunU-Monash,BRT06: South Quay-USJ 1,2026-05-14,1122
BRT05: SunU-Monash,BRT06: South Quay-USJ 1,2026-05-15,910
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-01,240
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-02,535
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-03,339
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-04,273
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-05,1133
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-06,1274
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-07,1405
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-08,1317
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-09,1272
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-10,598
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-11,371
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-12,1328
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-13,1319
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-14,1404
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-15,1421
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-16,1415
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-17,715
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-18,507
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-19,1636
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-20,1730
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-21,1845
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-22,1879
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-23,1826
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-24,687
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-25,444
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-26,1909
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-27,2015
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-28,1991
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-29,2030
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-30,2106
BRT05: SunU-Monash,BRT07: USJ 7,2026-01-31,638
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-01,501
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-02,460
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-03,1993
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-04,2262
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-05,2358
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-06,2303
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-07,819
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-08,502
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-09,2194
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-10,2417
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-11,2412
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-12,2380
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-13,2159
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-14,639
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-15,348
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-16,446
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-17,287
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-18,252
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-19,385
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-20,447
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-21,374
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-22,301
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-23,2175
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-24,2263
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-25,2221
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-26,2354
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-27,2043
BRT05: SunU-Monash,BRT07: USJ 7,2026-02-28,735
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-01,465
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-02,2501
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-03,2653
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-04,2658
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-05,2648
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-06,2462
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-07,677
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-08,525
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-09,2461
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-10,2523
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-11,2578
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-12,2458
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-13,2325
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-14,726
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-15,452
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-16,2560
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-17,2644
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-18,2485
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-19,2006
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-20,535
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-21,400
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-22,382
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-23,411
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-24,1262
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-25,1428
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-26,1519
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-27,1316
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-28,536
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-29,397
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-30,2013
BRT05: SunU-Monash,BRT07: USJ 7,2026-03-31,2182
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-01,2144
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-02,2166
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-03,2011
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-04,743
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-05,459
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-06,1580
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-07,1685
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-08,1523
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-09,1616
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-10,1640
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-11,745
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-12,539
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-13,1949
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-14,2058
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-15,2217
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-16,2184
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-17,2186
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-18,795
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-19,472
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-20,2072
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-21,2211
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-22,2161
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-23,2166
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-24,1918
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-25,722
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-26,480
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-27,2015
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-28,2115
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-29,2400
BRT05: SunU-Monash,BRT07: USJ 7,2026-04-30,2386
BRT05: SunU-Monash,BRT07: USJ 7,2026-05-01,621
BRT05: SunU-Monash,BRT07: USJ 7,2026-05-02,722
BRT05: SunU-Monash,BRT07: USJ 7,2026-05-03,527
BRT05: SunU-Monash,BRT07: USJ 7,2026-05-04,2534
BRT05: SunU-Monash,BRT07: USJ 7,2026-05-05,2653
BRT05: SunU-Monash,BRT07: USJ 7,2026-05-06,2702
BRT05: SunU-Monash,BRT07: USJ 7,2026-05-07,2736
BRT05: SunU-Monash,BRT07: USJ 7,2026-05-08,2421
BRT05: SunU-Monash,BRT07: USJ 7,2026-05-09,700
BRT05: SunU-Monash,BRT07: USJ 7,2026-05-10,540
BRT05: SunU-Monash,BRT07: USJ 7,2026-05-11,2738
BRT05: SunU-Monash,BRT07: USJ 7,2026-05-12,2918
BRT05: SunU-Monash,BRT07: USJ 7,2026-05-13,2886
BRT05: SunU-Monash,BRT07: USJ 7,2026-05-14,2704
BRT05: SunU-Monash,BRT07: USJ 7,2026-05-15,2460
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-01,1371
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-02,1858
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-03,1455
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-04,1340
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-05,2281
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-06,2343
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-07,2385
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-08,2279
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-09,2331
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-10,1828
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-11,1506
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-12,2387
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-13,2549
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-14,2766
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-15,2718
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-16,2929
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-17,1663
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-18,1442
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-19,2809
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-20,2861
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-21,2784
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-22,2845
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-23,2799
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-24,1725
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-25,1507
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-26,2712
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-27,2763
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-28,2833
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-29,2764
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-30,2839
BRT06: South Quay-USJ 1,A0: All Stations,2026-01-31,1703
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-01,1545
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-02,1635
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-03,2987
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-04,2981
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-05,3124
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-06,3237
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-07,2055
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-08,1807
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-09,3165
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-10,3204
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-11,3263
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-12,3357
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-13,3367
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-14,1710
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-15,1384
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-16,1644
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-17,1338
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-18,1287
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-19,1469
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-20,1582
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-21,1227
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-22,1157
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-23,2872
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-24,3031
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-25,3047
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-26,3162
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-27,3274
BRT06: South Quay-USJ 1,A0: All Stations,2026-02-28,1992
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-01,1882
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-02,3682
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-03,4026
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-04,3811
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-05,3750
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-06,3711
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-07,1974
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-08,1834
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-09,3658
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-10,3797
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-11,3721
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-12,3795
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-13,3700
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-14,2118
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-15,1760
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-16,3604
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-17,3730
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-18,3692
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-19,3449
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-20,1852
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-21,1639
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-22,1537
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-23,1401
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-24,2381
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-25,2559
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-26,2520
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-27,2550
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-28,1662
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-29,1513
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-30,3070
BRT06: South Quay-USJ 1,A0: All Stations,2026-03-31,3251
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-01,3442
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-02,3287
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-03,3245
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-04,2028
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-05,1681
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-06,2706
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-07,2864
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-08,2798
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-09,2826
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-10,2883
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-11,1978
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-12,1795
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-13,3161
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-14,3324
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-15,3399
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-16,3326
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-17,3284
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-18,2073
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-19,1656
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-20,3226
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-21,3472
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-22,3409
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-23,3262
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-24,3188
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-25,2018
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-26,1720
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-27,3367
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-28,3363
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-29,3455
BRT06: South Quay-USJ 1,A0: All Stations,2026-04-30,3581
BRT06: South Quay-USJ 1,A0: All Stations,2026-05-01,1927
BRT06: South Quay-USJ 1,A0: All Stations,2026-05-02,1940
BRT06: South Quay-USJ 1,A0: All Stations,2026-05-03,1707
BRT06: South Quay-USJ 1,A0: All Stations,2026-05-04,3477
BRT06: South Quay-USJ 1,A0: All Stations,2026-05-05,3694
BRT06: South Quay-USJ 1,A0: All Stations,2026-05-06,3727
BRT06: South Quay-USJ 1,A0: All Stations,2026-05-07,3733
BRT06: South Quay-USJ 1,A0: All Stations,2026-05-08,3561
BRT06: South Quay-USJ 1,A0: All Stations,2026-05-09,2106
BRT06: South Quay-USJ 1,A0: All Stations,2026-05-10,1854
BRT06: South Quay-USJ 1,A0: All Stations,2026-05-11,3761
BRT06: South Quay-USJ 1,A0: All Stations,2026-05-12,3825
BRT06: South Quay-USJ 1,A0: All Stations,2026-05-13,3773
BRT06: South Quay-USJ 1,A0: All Stations,2026-05-14,3853
BRT06: South Quay-USJ 1,A0: All Stations,2026-05-15,3523
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-01,72
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-02,75
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-03,50
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-04,48
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-05,84
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-06,89
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-07,86
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-08,80
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-09,69
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-10,56
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-11,46
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-12,94
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-13,98
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-14,93
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-15,109
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-16,90
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-17,66
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-18,43
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-19,116
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-20,98
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-21,96
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-22,99
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-23,85
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-24,48
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-25,48
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-26,99
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-27,90
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-28,92
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-29,95
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-30,93
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-01-31,61
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-01,63
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-02,57
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-03,88
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-04,86
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-05,112
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-06,113
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-07,65
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-08,64
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-09,105
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-10,95
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-11,115
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-12,126
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-13,117
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-14,60
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-15,59
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-16,63
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-17,59
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-18,58
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-19,61
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-20,66
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-21,46
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-22,43
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-23,102
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-24,96
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-25,100
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-26,110
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-27,82
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-02-28,70
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-01,47
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-02,94
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-03,104
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-04,101
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-05,119
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-06,124
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-07,43
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-08,49
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-09,85
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-10,88
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-11,97
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-12,98
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-13,71
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-14,44
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-15,44
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-16,102
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-17,102
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-18,85
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-19,89
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-20,71
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-21,36
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-22,35
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-23,33
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-24,57
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-25,73
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-26,72
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-27,77
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-28,52
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-29,39
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-30,83
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-03-31,90
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-04-01,96
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-04-02,103
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-04-03,102
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-04-04,56
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-04-05,54
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-04-06,92
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-04-07,111
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-04-08,86
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-04-09,97
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-04-10,91
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-04-11,58
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-04-12,45
BRT06: South Quay-USJ 1,BRT01: Sunway-Setia Jaya,2026-04-13,100
